Ref,Val,Package,PosX,PosY,Rot,Side
"BT1","BATT","denchibox",39.210000,20.090000,180.000000,top
"D1","D","Diode_SMD",4.160000,8.000000,0.000000,top
"D2","D","Diode_SMD",4.310000,-11.080000,0.000000,top
"D3","D","Diode_SMD",4.105000,-30.130000,0.000000,top
"D4","D","Diode_SMD",-19.040000,-10.950000,0.000000,top
"D5","D","Diode_SMD",23.410000,8.040000,0.000000,top
"D6","D","Diode_SMD",23.150000,-10.980000,0.000000,top
"D7","D","Diode_SMD",23.150000,-30.010000,0.000000,top
"D8","D","Diode_SMD",-14.870000,-29.980000,0.000000,top
"D9","D","Diode_SMD",42.300000,8.000000,0.000000,top
"D10","D","Diode_SMD",42.240000,-11.150000,0.000000,top
"D11","D","Diode_SMD",42.180000,-30.100000,0.000000,top
"D12","D","Diode_SMD",-18.690000,-49.140000,0.000000,top
"D13","D","Diode_SMD",61.310000,8.140000,0.000000,top
"D14","D","Diode_SMD",57.490000,-10.930000,0.000000,top
"D15","D","Diode_SMD",61.310000,-29.950000,0.000000,top
"D16","D","Diode_SMD",4.330000,-48.970000,0.000000,top
"D17","D","Diode_SMD",78.440000,8.180000,0.000000,top
"D18","D","Diode_SMD",78.410000,-10.860000,0.000000,top
"D19","D","Diode_SMD",78.855000,-29.940000,0.000000,top
"D20","D","Diode_SMD",78.710000,-49.060000,0.000000,top
"J1","~","pmw3610_connector",60.590000,-61.970000,0.000000,top
"SW1","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",0.000000,0.000000,0.000000,top
"SW2","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",0.000000,-19.050000,0.000000,top
"SW3","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",0.000000,-38.100000,0.000000,top
"SW4","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",-19.050000,-19.050000,0.000000,top
"SW5","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",19.050000,0.000000,0.000000,top
"SW6","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",19.050000,-19.050000,0.000000,top
"SW7","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",19.050000,-38.100000,0.000000,top
"SW8","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",-19.050000,-38.100000,0.000000,top
"SW9","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",38.100000,0.000000,0.000000,top
"SW10","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",38.100000,-19.050000,0.000000,top
"SW11","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",38.100000,-38.100000,0.000000,top
"SW12","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",-19.050000,-57.150000,0.000000,top
"SW13","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",57.150000,0.000000,0.000000,top
"SW14","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",57.150000,-19.050000,0.000000,top
"SW15","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",57.150000,-38.100000,0.000000,top
"SW16","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",0.000000,-57.150000,0.000000,top
"SW17","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",76.200000,0.000000,0.000000,top
"SW18","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",76.200000,-19.050000,0.000000,top
"SW19","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",76.200000,-38.200000,0.000000,top
"SW20","SW_PUSH","CherryMX_MidHeight_Choc_v2_Hotswap_katagawa",76.200000,-57.250000,0.000000,top
"SW21","SW_SPDT","TGSW_MSK-12D19",-28.150000,0.610000,90.000000,top
"SW22","SW_PUSH","ResetSW",-19.020000,0.580000,0.000000,top
